"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage,,,,,,,,
"[17, 257, 4369, 4096, 31079, 4545, 599]",4369,4096,31079,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31091, 7249, 955]",4369,4096,31091,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31123, 24520, 3227]",4369,4096,31123,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31139, 3976, 523]",4369,4096,31139,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31147, 17543, 2307]",4369,4096,31147,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31151, 25911, 3407]",4369,4096,31151,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31159, 7843, 1031]",4369,4096,31159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31183, 25694, 3375]",4369,4096,31183,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31219, 14108, 1851]",4369,4096,31219,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31223, 15177, 1991]",4369,4096,31223,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31231, 11704, 1535]",4369,4096,31231,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31247, 9635, 1263]",4369,4096,31247,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31259, 145, 19]",4369,4096,31259,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31267, 10832, 1419]",4369,4096,31267,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31271, 10925, 1431]",4369,4096,31271,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31307, 30107, 3939]",4369,4096,31307,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31319, 2745, 359]",4369,4096,31319,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31327, 3174, 415]",4369,4096,31327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31379, 7071, 923]",4369,4096,31379,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31387, 22705, 2963]",4369,4096,31387,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31391, 2690, 351]",4369,4096,31391,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31511, 24918, 3239]",4369,4096,31511,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31531, 22686, 2947]",4369,4096,31531,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31543, 20754, 2695]",4369,4096,31543,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31547, 11730, 1523]",4369,4096,31547,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31567, 23051, 2991]",4369,4096,31567,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31583, 1226, 159]",4369,4096,31583,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31607, 28204, 3655]",4369,4096,31607,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31627, 8177, 1059]",4369,4096,31627,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31643, 5091, 659]",4369,4096,31643,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31663, 22379, 2895]",4369,4096,31663,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31667, 22722, 2939]",4369,4096,31667,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31687, 11813, 1527]",4369,4096,31687,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31699, 8629, 1115]",4369,4096,31699,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31723, 9441, 1219]",4369,4096,31723,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31727, 6065, 783]",4369,4096,31727,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31751, 3403, 439]",4369,4096,31751,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31771, 27947, 3603]",4369,4096,31771,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31799, 18935, 2439]",4369,4096,31799,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31847, 30533, 3927]",4369,4096,31847,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31859, 17384, 2235]",4369,4096,31859,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31883, 22192, 2851]",4369,4096,31883,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31891, 3200, 411]",4369,4096,31891,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31907, 14045, 1803]",4369,4096,31907,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31963, 30613, 3923]",4369,4096,31963,0.14,,,,,,,,
"[17, 257, 4369, 4096, 31991, 9552, 1223]",4369,4096,31991,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32003, 11337, 1451]",4369,4096,32003,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32027, 10157, 1299]",4369,4096,32027,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32051, 11980, 1531]",4369,4096,32051,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32059, 7913, 1011]",4369,4096,32059,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32063, 5503, 703]",4369,4096,32063,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32083, 29788, 3803]",4369,4096,32083,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32099, 24662, 3147]",4369,4096,32099,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32119, 24646, 3143]",4369,4096,32119,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32143, 2880, 367]",4369,4096,32143,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32159, 28885, 3679]",4369,4096,32159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32183, 55, 7]",4369,4096,32183,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32191, 4519, 575]",4369,4096,32191,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32203, 31975, 4067]",4369,4096,32203,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32251, 10480, 1331]",4369,4096,32251,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32299, 1033, 131]",4369,4096,32299,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32303, 17784, 2255]",4369,4096,32303,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32323, 29127, 3691]",4369,4096,32323,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32327, 23164, 2935]",4369,4096,32327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32359, 26979, 3415]",4369,4096,32359,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32363, 28847, 3651]",4369,4096,32363,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32371, 13617, 1723]",4369,4096,32371,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32411, 15343, 1939]",4369,4096,32411,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32423, 18420, 2327]",4369,4096,32423,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32443, 13077, 1651]",4369,4096,32443,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32467, 18984, 2395]",4369,4096,32467,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32479, 26635, 3359]",4369,4096,32479,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32491, 19823, 2499]",4369,4096,32491,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32503, 5642, 711]",4369,4096,32503,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32507, 24785, 3123]",4369,4096,32507,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32531, 6314, 795]",4369,4096,32531,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32563, 8101, 1019]",4369,4096,32563,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32579, 11032, 1387]",4369,4096,32579,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32587, 4861, 611]",4369,4096,32587,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32603, 17981, 2259]",4369,4096,32603,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32611, 20979, 2635]",4369,4096,32611,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32647, 12681, 1591]",4369,4096,32647,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32687, 14931, 1871]",4369,4096,32687,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32707, 18230, 2283]",4369,4096,32707,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32719, 14690, 1839]",4369,4096,32719,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32771, 21850, 2731]",4369,4096,32771,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32779, 23840, 2979]",4369,4096,32779,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32783, 30598, 3823]",4369,4096,32783,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32803, 31866, 3979]",4369,4096,32803,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32831, 32310, 4031]",4369,4096,32831,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32839, 19426, 2423]",4369,4096,32839,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32843, 19268, 2403]",4369,4096,32843,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32887, 19069, 2375]",4369,4096,32887,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32911, 29689, 3695]",4369,4096,32911,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32939, 20611, 2563]",4369,4096,32939,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32971, 10070, 1251]",4369,4096,32971,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32983, 5983, 743]",4369,4096,32983,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32987, 23347, 2899]",4369,4096,32987,0.14,,,,,,,,
"[17, 257, 4369, 4096, 32999, 5857, 727]",4369,4096,32999,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33023, 30951, 3839]",4369,4096,33023,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33071, 12006, 1487]",4369,4096,33071,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33083, 32978, 4083]",4369,4096,33083,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33091, 7069, 875]",4369,4096,33091,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33107, 22462, 2779]",4369,4096,33107,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33119, 21985, 2719]",4369,4096,33119,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33151, 30035, 3711]",4369,4096,33151,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33179, 26075, 3219]",4369,4096,33179,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33191, 12633, 1559]",4369,4096,33191,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33199, 11015, 1359]",4369,4096,33199,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33203, 11373, 1403]",4369,4096,33203,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33211, 23765, 2931]",4369,4096,33211,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33223, 33150, 4087]",4369,4096,33223,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33247, 21031, 2591]",4369,4096,33247,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33287, 24372, 2999]",4369,4096,33287,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33311, 20551, 2527]",4369,4096,33311,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33331, 18708, 2299]",4369,4096,33331,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33343, 28646, 3519]",4369,4096,33343,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33347, 21713, 2667]",4369,4096,33347,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33359, 9765, 1199]",4369,4096,33359,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33391, 26209, 3215]",4369,4096,33391,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33403, 26512, 3251]",4369,4096,33403,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33427, 24246, 2971]",4369,4096,33427,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33479, 31313, 3831]",4369,4096,33479,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33487, 8756, 1071]",4369,4096,33487,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33503, 19099, 2335]",4369,4096,33503,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33547, 1335, 163]",4369,4096,33547,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33563, 31621, 3859]",4369,4096,33563,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33587, 33546, 4091]",4369,4096,33587,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33599, 26766, 3263]",4369,4096,33599,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33619, 18607, 2267]",4369,4096,33619,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33623, 17657, 2151]",4369,4096,33623,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33647, 24307, 2959]",4369,4096,33647,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33679, 24067, 2927]",4369,4096,33679,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33703, 8615, 1047]",4369,4096,33703,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33739, 20848, 2531]",4369,4096,33739,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33751, 33545, 4071]",4369,4096,33751,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33767, 33429, 4055]",4369,4096,33767,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33791, 25335, 3071]",4369,4096,33791,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33811, 12902, 1563]",4369,4096,33811,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33827, 24404, 2955]",4369,4096,33827,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33851, 10471, 1267]",4369,4096,33851,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33863, 11566, 1399]",4369,4096,33863,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33871, 5681, 687]",4369,4096,33871,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33911, 11185, 1351]",4369,4096,33911,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33923, 21558, 2603]",4369,4096,33923,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33931, 6652, 803]",4369,4096,33931,0.14,,,,,,,,
"[17, 257, 4369, 4096, 33967, 4901, 591]",4369,4096,33967,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34019, 1686, 203]",4369,4096,34019,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34031, 21394, 2575]",4369,4096,34031,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34039, 27183, 3271]",4369,4096,34039,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34123, 26417, 3171]",4369,4096,34123,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34127, 3591, 431]",4369,4096,34127,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34147, 9162, 1099]",4369,4096,34147,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34159, 20407, 2447]",4369,4096,34159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34171, 3629, 435]",4369,4096,34171,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34183, 459, 55]",4369,4096,34183,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34211, 12921, 1547]",4369,4096,34211,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34231, 17174, 2055]",4369,4096,34231,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34259, 22173, 2651]",4369,4096,34259,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34267, 30678, 3667]",4369,4096,34267,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34283, 23059, 2755]",4369,4096,34283,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34303, 21431, 2559]",4369,4096,34303,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34319, 19162, 2287]",4369,4096,34319,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34327, 3545, 423]",4369,4096,34327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34351, 1736, 207]",4369,4096,34351,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34367, 20934, 2495]",4369,4096,34367,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34403, 24282, 2891]",4369,4096,34403,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34439, 32749, 3895]",4369,4096,34439,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34471, 2348, 279]",4369,4096,34471,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34483, 18277, 2171]",4369,4096,34483,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34487, 15147, 1799]",4369,4096,34487,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34499, 21385, 2539]",4369,4096,34499,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34511, 396, 47]",4369,4096,34511,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34519, 27836, 3303]",4369,4096,34519,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34543, 17398, 2063]",4369,4096,34543,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34583, 1410, 167]",4369,4096,34583,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34591, 10531, 1247]",4369,4096,34591,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34603, 33547, 3971]",4369,4096,34603,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34607, 34193, 4047]",4369,4096,34607,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34631, 5335, 631]",4369,4096,34631,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34651, 1785, 211]",4369,4096,34651,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34667, 28734, 3395]",4369,4096,34667,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34679, 4936, 583]",4369,4096,34679,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34687, 18419, 2175]",4369,4096,34687,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34703, 16123, 1903]",4369,4096,34703,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34739, 33611, 3963]",4369,4096,34739,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34747, 11834, 1395]",4369,4096,34747,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34759, 21648, 2551]",4369,4096,34759,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34763, 12790, 1507]",4369,4096,34763,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34807, 21270, 2503]",4369,4096,34807,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34819, 5806, 683]",4369,4096,34819,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34843, 4517, 531]",4369,4096,34843,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34847, 8431, 991]",4369,4096,34847,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34871, 29482, 3463]",4369,4096,34871,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34883, 9632, 1131]",4369,4096,34883,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34919, 7289, 855]",4369,4096,34919,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34939, 14629, 1715]",4369,4096,34939,0.14,,,,,,,,
"[17, 257, 4369, 4096, 34963, 12249, 1435]",4369,4096,34963,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35023, 31047, 3631]",4369,4096,35023,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35027, 33616, 3931]",4369,4096,35027,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35051, 34529, 4035]",4369,4096,35051,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35059, 505, 59]",4369,4096,35059,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35083, 23323, 2723]",4369,4096,35083,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35099, 19906, 2323]",4369,4096,35099,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35107, 31910, 3723]",4369,4096,35107,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35111, 14461, 1687]",4369,4096,35111,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35159, 5279, 615]",4369,4096,35159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35171, 644, 75]",4369,4096,35171,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35227, 10071, 1171]",4369,4096,35227,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35251, 29700, 3451]",4369,4096,35251,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35267, 32882, 3819]",4369,4096,35267,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35279, 29069, 3375]",4369,4096,35279,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35291, 22772, 2643]",4369,4096,35291,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35311, 11164, 1295]",4369,4096,35311,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35323, 20309, 2355]",4369,4096,35323,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35327, 13239, 1535]",4369,4096,35327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35339, 3615, 419]",4369,4096,35339,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35363, 12251, 1419]",4369,4096,35363,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35407, 28068, 3247]",4369,4096,35407,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35419, 12893, 1491]",4369,4096,35419,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35423, 3589, 415]",4369,4096,35423,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35447, 33846, 3911]",4369,4096,35447,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35491, 20059, 2315]",4369,4096,35491,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35507, 9943, 1147]",4369,4096,35507,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35527, 15465, 1783]",4369,4096,35527,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35531, 24176, 2787]",4369,4096,35531,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35543, 19776, 2279]",4369,4096,35543,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35591, 6039, 695]",4369,4096,35591,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35603, 15811, 1819]",4369,4096,35603,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35671, 897, 103]",4369,4096,35671,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35731, 23684, 2715]",4369,4096,35731,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35747, 96, 11]",4369,4096,35747,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35759, 25274, 2895]",4369,4096,35759,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35771, 3240, 371]",4369,4096,35771,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35803, 18627, 2131]",4369,4096,35803,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35831, 12938, 1479]",4369,4096,35831,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35839, 8951, 1023]",4369,4096,35839,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35851, 35037, 4003]",4369,4096,35851,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35863, 26118, 2983]",4369,4096,35863,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35879, 8050, 919]",4369,4096,35879,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35899, 29054, 3315]",4369,4096,35899,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35911, 30221, 3447]",4369,4096,35911,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35923, 17637, 2011]",4369,4096,35923,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35951, 5749, 655]",4369,4096,35951,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35963, 6067, 691]",4369,4096,35963,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35983, 5473, 623]",4369,4096,35983,0.14,,,,,,,,
"[17, 257, 4369, 4096, 35999, 34584, 3935]",4369,4096,35999,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36007, 24957, 2839]",4369,4096,36007,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36011, 31536, 3587]",4369,4096,36011,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36067, 19821, 2251]",4369,4096,36067,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36083, 27582, 3131]",4369,4096,36083,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36107, 14977, 1699]",4369,4096,36107,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36131, 23808, 2699]",4369,4096,36131,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36151, 19267, 2183]",4369,4096,36151,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36187, 24481, 2771]",4369,4096,36187,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36191, 33072, 3743]",4369,4096,36191,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36251, 1301, 147]",4369,4096,36251,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36263, 22868, 2583]",4369,4096,36263,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36299, 36042, 4067]",4369,4096,36299,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36307, 5345, 603]",4369,4096,36307,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36319, 32054, 3615]",4369,4096,36319,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36343, 8580, 967]",4369,4096,36343,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36383, 31542, 3551]",4369,4096,36383,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36451, 7502, 843]",4369,4096,36451,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36467, 15340, 1723]",4369,4096,36467,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36479, 3411, 383]",4369,4096,36479,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36523, 27419, 3075]",4369,4096,36523,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36527, 18968, 2127]",4369,4096,36527,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36551, 6773, 759]",4369,4096,36551,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36559, 18699, 2095]",4369,4096,36559,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36563, 21379, 2395]",4369,4096,36563,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36571, 30455, 3411]",4369,4096,36571,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36583, 11066, 1239]",4369,4096,36583,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36587, 22322, 2499]",4369,4096,36587,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36599, 6353, 711]",4369,4096,36599,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36607, 2279, 255]",4369,4096,36607,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36643, 19565, 2187]",4369,4096,36643,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36671, 1710, 191]",4369,4096,36671,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36683, 5472, 611]",4369,4096,36683,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36691, 29480, 3291]",4369,4096,36691,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36739, 16459, 1835]",4369,4096,36739,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36767, 28428, 3167]",4369,4096,36767,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36779, 6923, 771]",4369,4096,36779,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36787, 17199, 1915]",4369,4096,36787,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36791, 32255, 3591]",4369,4096,36791,0.14,,,,,,,,
"[17, 257, 4369, 4096, 36847, 34679, 3855]",4369,4096,36847,0.14,,,,,,,,
